NtsbNo,CompletionStatus,EventType,Mkey,IsStudy,EventDate,City,State,Country,ReportNo,N#,VehicleMake,VehicleModel,HighestInjuryLevel,InjuryOngroundCount,InjuryOnboardCount,HasSafetyRec,Mode,ReportNumber,ReportType,DocketPublishDate,OriginalPublishedDate,ReportDate,MostRecentReportType,EV_ID,RepGenFlag
GAA17CA538,Completed,Accident,96021,false,2017-09-11T16:50:00Z,Santa Ynez,California,United States,,N4465F,CZECH AIRCRAFT WORKS SPOL SRO,Sportcruiser,None,0,0,false,Aviation,,DirectorBrief,2018-09-13T21:15:00Z,2018-10-24T04:00:00Z,,Final,,
ERA17WA323,N/A,Accident,96007,false,2017-09-11T15:00:00Z,San Salvador de Paul,,Venezuela,,YV-1441,Britten Norman,BN2A,Fatal,1,0,false,Aviation,,None,,,,,,
GAA17CA530,Completed,Accident,95989,false,2017-09-11T12:25:00Z,Plainville,Connecticut,United States,,N54463,Cessna,172,Minor,0,1,false,Aviation,,DirectorBrief,2018-03-15T15:49:00Z,2018-04-23T04:00:00Z,,Final,,
CEN17LA375,Completed,Accident,96231,false,2017-09-11T12:00:00Z,Griffith,Indiana,United States,,N2686,Hiller,UH 12A,None,0,0,false,Aviation,,DirectorBrief,2019-04-11T16:11:00Z,2019-07-08T04:00:00Z,,Final,,
CEN17WA343,N/A,Accident,95978,false,2017-09-11T10:56:00Z,Wolferton,,United Kingdom,,G-BHAY,PIPER AIRCRAFT CORPORATION,PIPER PA-28RT-201,Fatal,0,2,false,Aviation,,None,,,,,,
DCA17FM027,Completed,Accident,95991,false,2017-09-11T04:00:00Z,Cape Charles,Virginia,United States,MAB1820,,,,None,,,false,Marine,MAB1820,DirectorBrief,2018-09-18T18:00:00Z,2018-08-30T04:00:00Z,2018-08-30T04:00:00Z,Final,,
DCA17WA229,N/A,Incident,100508,false,2017-09-11T03:08:00Z,Conakry,,Guinea,,CN-ROJ,Boeing,737,None,0,,false,Aviation,,None,,,,,,
CEN17FA342,Completed,Accident,95973,false,2017-09-10T19:50:00Z,Stonewall,Texas,United States,,N112CD,RANS INC,S-6,Fatal,0,2,false,Aviation,,DirectorBrief,2019-05-29T20:05:00Z,2019-06-25T04:00:00Z,,Final,,
GAA17CA526,Completed,Accident,95979,false,2017-09-10T15:44:00Z,Coolin,Idaho,United States,,N5703A,Cessna,172,Serious,0,1,false,Aviation,,DirectorBrief,2017-11-06T15:53:00Z,2017-11-27T05:00:00Z,,Final,,
HWY17FH014,Completed,Accident,96018,false,2017-09-10T13:05:00Z,Augusta,Maine,United States,HAB1901,,,,Fatal,,,true,Highway,HAB1901,BoardBrief,2019-04-16T15:46:00Z,2019-04-03T04:00:00Z,2019-04-03T04:00:00Z,Final,,
CEN17WA381,N/A,Incident,96637,false,2017-09-10T04:00:00Z,Le Bourget,,France,,M-SAWO,Gulfstream,GV,None,0,0,false,Aviation,,None,,,,,,
GAA17CA535,Completed,Accident,96010,false,2017-09-09T17:35:00Z,Whitesburg,Georgia,United States,,N1161Z,Mooney,M20J,None,0,0,false,Aviation,,DirectorBrief,2017-11-07T14:20:00Z,2017-11-27T05:00:00Z,,Final,,
CEN17LA344,Completed,Accident,95982,false,2017-09-09T16:45:00Z,Prairie du Chien,Wisconsin,United States,,N299CA,AVIAT AIRCRAFT INC,A 1B,None,0,0,false,Aviation,,DirectorBrief,2018-06-26T11:37:00Z,2019-03-18T04:00:00Z,,Final,,
CEN17LA351,Completed,Accident,96013,false,2017-09-09T16:00:00Z,McKinney,Texas,United States,,N5870M,Cessna,340,None,0,0,false,Aviation,,DirectorBrief,2018-02-06T21:20:00Z,2018-11-05T05:00:00Z,,Final,,
WPR17FA200,Completed,Accident,95972,false,2017-09-09T15:13:00Z,Benicia,California,United States,,N7215J,RAYTHEON AIRCRAFT COMPANY,G36,Fatal,0,2,false,Aviation,,DirectorBrief,2019-09-05T18:29:00Z,2019-11-06T05:00:00Z,,Final,,
GAA17CA528,Completed,Accident,95983,false,2017-09-09T15:00:00Z,Broomfield,Colorado,United States,,N89732,Cessna,152,None,0,0,false,Aviation,,DirectorBrief,2017-11-06T15:59:00Z,2017-11-27T05:00:00Z,,Final,,
ERA17WA321,N/A,Accident,96003,false,2017-09-09T10:00:00Z,Cerrione,,Italy,,G-STZA,PIPER AIRCRAFT CORPORATION,PIPER PA-34-200T,Fatal,0,1,false,Aviation,,None,,,,,,
CEN17CA345,Completed,Accident,95986,false,2017-09-09T09:45:00Z,Ramah,New Mexico,United States,,N70RV,SHINER,RV-4,None,0,0,false,Aviation,,DirectorBrief,2017-10-19T15:31:00Z,2017-11-14T05:00:00Z,,Final,,
ERA17FA317,Completed,Accident,95968,false,2017-09-08T14:00:00Z,Medford,New Jersey,United States,,N204HF,Schweizer,269C,Fatal,0,2,false,Aviation,,DirectorBrief,2018-10-17T17:28:00Z,2018-11-05T05:00:00Z,,Final,,
ERA17MA316,Completed,Accident,95967,false,2017-09-08T12:20:00Z,Hertford,North Carolina,United States,,N146DU,EUROCOPTER DEUTSCHLAND GMBH,MBB BK 117,Fatal,0,4,false,Aviation,,DirectorBrief,2020-11-19T19:00:00Z,2021-01-28T05:00:00Z,,Final,,
GAA17CA523,Completed,Accident,95975,false,2017-09-07T19:00:00Z,Redgranite,Wisconsin,United States,,N95356,Taylorcraft,BC12,None,0,0,false,Aviation,,DirectorBrief,2017-11-07T15:48:00Z,2017-11-27T05:00:00Z,,Final,,
WPR17FA196,Completed,Accident,95933,false,2017-09-07T15:00:00Z,Bolinas,California,United States,,N737QQ,Cessna,172N,Fatal,0,1,false,Aviation,,DirectorBrief,2020-04-28T13:57:00Z,2020-06-03T04:00:00Z,,Final,,
GAA17CA529,Completed,Accident,95987,false,2017-09-06T19:45:00Z,Fairfield,Montana,United States,,N735KQ,Cessna,182,Minor,0,1,false,Aviation,,DirectorBrief,2017-11-01T18:46:00Z,2017-11-27T05:00:00Z,,Final,,
DCA17WA223,N/A,Incident,96394,false,2017-09-06T18:55:00Z,Cancun,,Mexico,,XA-UQX,Boeing,737,None,0,,false,Aviation,,None,,,,,,
GAA17CA567,Completed,Accident,96124,false,2017-09-06T14:30:00Z,Dunkirk,New York,United States,,N1214J,CHANCEY GERRY M,RV-12,None,0,0,false,Aviation,,DirectorBrief,2017-11-13T14:39:00Z,2017-12-15T05:00:00Z,,Final,,
GAA17CA522,Completed,Accident,95974,false,2017-09-06T13:30:00Z,Westminster,Texas,United States,,N1590K,Luscombe,8,None,0,0,false,Aviation,,DirectorBrief,2017-11-07T15:06:00Z,2017-11-27T05:00:00Z,,Final,,
GAA17CA527,Completed,Accident,95981,false,2017-09-06T12:30:00Z,Kotzebue,Alaska,United States,,N4088M,Piper,PA 12,None,0,0,false,Aviation,,DirectorBrief,2017-11-13T13:22:00Z,2017-12-15T05:00:00Z,,Final,,
ENG17IA036,Completed,Incident,95957,false,2017-09-06T01:19:00Z,Las Vegas,Nevada,United States,,N686DA,Boeing,757 232,None,0,0,false,Aviation,,DirectorBrief,2019-09-24T14:51:00Z,2019-09-30T04:00:00Z,,Final,,
ERA17LA314,Completed,Accident,95965,false,2017-09-05T19:35:00Z,Raymond,Mississippi,United States,,N16KR,RUDDER DWIGHT K,KITFOX IV 1200 SPDST,None,0,0,false,Aviation,,DirectorBrief,2020-10-09T15:03:48Z,2020-12-03T05:00:00Z,,Final,,
GAA17CA549,Completed,Accident,96083,false,2017-09-05T16:00:00Z,Chicken,Alaska,United States,,N734GW,Cessna,U206,None,0,0,false,Aviation,,DirectorBrief,2017-12-04T18:39:00Z,2018-01-11T05:00:00Z,,Final,,
WPR17LA201,Completed,Accident,95992,false,2017-09-05T15:30:00Z,Atwater,California,United States,,N523CA,COBALT AIRCRAFT INDUSTRIES INC,Co50 VALKYRIE,None,0,0,false,Aviation,,DirectorBrief,2020-02-04T13:41:00Z,2020-05-28T04:00:00Z,,Final,,
CEN17RA337,N/A,Accident,95945,false,2017-09-05T13:30:00Z,San Jose,,Costa Rica,,TI-AGM,Cessna,U206,Fatal,0,6,false,Aviation,,None,,,,Prelim,,
ERA17FA313,Completed,Accident,95964,false,2017-09-05T12:48:00Z,Jacksonburg,West Virginia,United States,,N135CD,CIRRUS DESIGN CORP,SR20,Fatal,0,2,false,Aviation,,DirectorBrief,2020-01-21T13:18:00Z,2020-04-20T04:00:00Z,,Final,,
ENG17RA037,N/A,Incident,95969,false,2017-09-05T04:00:00Z,Tokyo,,Japan,,JA743J,Boeing,777,None,0,,false,Aviation,,None,,,,,,
DCA17WA218,N/A,Accident,96176,false,2017-09-05T04:00:00Z,Chochin,,India,,VT-AYB,Boeing,737,Minor,0,3,false,Aviation,,None,,,,,,
DCA17FM026,Completed,Accident,95942,false,2017-09-05T01:35:00Z,Lake Charles,Louisiana,United States,MAB1821,,,,None,,,false,Marine,MAB1821,DirectorBrief,2018-09-20T18:00:00Z,2018-08-31T04:00:00Z,2018-08-31T04:00:00Z,Final,,
GAA17CA521,Completed,Accident,95962,false,2017-09-04T17:00:00Z,Ambler,Alaska,United States,,N8249V,Cessna,180,None,0,0,false,Aviation,,DirectorBrief,2017-11-06T13:54:00Z,2017-11-27T05:00:00Z,,Final,,
DCA17CA194,Completed,Accident,95980,false,2017-09-04T16:31:00Z,El Paso,Texas,United States,,N938DN,McDonnell Douglas,MD 90-30,Serious,0,1,false,Aviation,,DirectorBrief,2020-08-21T10:19:00Z,2020-07-08T04:00:00Z,,Final,,
ANC17LA053,Completed,Accident,96079,false,2017-09-04T15:30:00Z,Kodiak,Alaska,United States,,N16GP,Cessna,U206G,None,0,0,false,Aviation,,DirectorBrief,2018-04-03T12:31:00Z,2018-04-23T04:00:00Z,,Final,,
GAA17CA517,Completed,Accident,95943,false,2017-09-04T15:00:00Z,Kanab,Utah,United States,,N682PS,JEFF JARDINE,KITFOX S7 SUPERSPORT,None,0,0,false,Aviation,,DirectorBrief,2017-10-30T16:05:00Z,2017-11-27T05:00:00Z,,Final,,
WPR17LA197,Completed,Accident,95934,false,2017-09-04T14:58:00Z,Santa Paula,California,United States,,N75753,Boeing,A75N1(PT17),Serious,0,2,false,Aviation,,DirectorBrief,2019-07-26T13:20:00Z,2019-11-06T05:00:00Z,,Final,,
GAA17CA525,Completed,Accident,95977,false,2017-09-04T11:00:00Z,Lockwood,Missouri,United States,,N6849M,Cessna,182,None,0,0,false,Aviation,,DirectorBrief,2017-11-13T13:29:00Z,2017-12-15T05:00:00Z,,Final,,
DCA17WA196,N/A,Incident,96001,false,2017-09-03T21:46:00Z,Leon,,Mexico,,XA-MAI,Boeing,737,None,0,,false,Aviation,,None,,,,,,
GAA17CA520,Completed,Accident,95958,false,2017-09-03T19:04:00Z,Wilmington,Delaware,United States,,N378QS,Cessna,680,Serious,0,1,false,Aviation,,DirectorBrief,2017-11-01T18:21:00Z,2017-11-27T05:00:00Z,,Final,,
CEN17LA338,Completed,Accident,95955,false,2017-09-03T17:15:00Z,Mt. Zion,Illinois,United States,,N68N,Golden Eagle,Chief,None,0,0,false,Aviation,,DirectorBrief,2018-03-06T20:05:00Z,2019-03-18T04:00:00Z,,Final,,
GAA17CA524,Completed,Accident,95976,false,2017-09-03T17:10:00Z,Oshkosh,Wisconsin,United States,,N52813,Boeing,A75N1(PT17),Minor,0,1,false,Aviation,,DirectorBrief,2017-10-31T12:14:00Z,2017-11-27T05:00:00Z,,Final,,
ERA17WA320,N/A,Accident,96002,false,2017-09-03T11:30:00Z,Pontinia,,Italy,,I-SCAP,Cessna,182,Fatal,0,5,false,Aviation,,None,,,,,,
ERA17WA318,N/A,Accident,95971,false,2017-09-03T10:30:00Z,Hekpoort,,South Africa,,ZS-JDN,Cessna,172,Fatal,0,2,false,Aviation,,None,,,,,,
ERA17LA311,Completed,Accident,95951,false,2017-09-03T10:20:00Z,Merritt Island,Florida,United States,,N544DG,Piper,PA32R,None,0,0,false,Aviation,,DirectorBrief,2018-11-28T19:50:00Z,2019-04-08T04:00:00Z,,Final,,
ERA17LA312,Completed,Accident,95952,false,2017-09-02T19:10:00Z,Lyndonville,Vermont,United States,,N132AV,Piper,PA28,None,0,0,false,Aviation,,DirectorBrief,2019-02-06T21:48:00Z,2019-04-08T04:00:00Z,,Final,,
GAA17CA577,Completed,Accident,96344,false,2017-09-02T18:30:00Z,Newport,Rhode Island,United States,,N547CT,FLIGHT DESIGN GMBH,CTLS,None,0,0,false,Aviation,,DirectorBrief,2017-12-14T17:46:00Z,2018-02-21T05:00:00Z,,Final,,
CEN17WA378,N/A,Accident,96286,false,2017-09-02T18:00:00Z,"Sueco, Chihuahua, Mexico",,Mexico,,XB-EXZ,Piper,PA25,Fatal,0,1,false,Aviation,,None,,,,,,
CEN17LA336,Completed,Accident,95941,false,2017-09-02T17:45:00Z,Burnet,Texas,United States,,N50MP,Hughes,369A,Serious,0,2,false,Aviation,,DirectorBrief,2018-01-10T14:09:00Z,2018-11-06T05:00:00Z,,Final,,
GAA17CA518,Completed,Accident,95944,false,2017-09-02T16:00:00Z,Afton,Wyoming,United States,,N429NC,CROFT ROBERT C,KITFOX SUPER SPORT,None,0,0,false,Aviation,,DirectorBrief,2017-11-14T12:08:00Z,2017-12-15T05:00:00Z,,Final,,
GAA17CA515,Completed,Accident,95931,false,2017-09-02T15:00:00Z,Winnemucca,Nevada,United States,,N1701H,Bellanca,7KCAB,None,0,0,false,Aviation,,DirectorBrief,2018-03-01T20:31:00Z,2018-03-27T04:00:00Z,,Final,,
WPR17LA195,Completed,Accident,95930,false,2017-09-02T11:30:00Z,Cascade,Idaho,United States,,N65EW,WALKER EDGAR E,Glastar,Fatal,0,2,false,Aviation,,DirectorBrief,2019-07-15T18:26:00Z,2020-04-20T04:00:00Z,,Final,,
ANC17LA051,Completed,Accident,95985,false,2017-09-02T10:48:00Z,Tujunga,California,United States,,N304FD,Leonardo,AW139,None,,0,false,Aviation,,DirectorBrief,2021-01-14T19:00:00Z,2021-05-06T04:00:00Z,,Final,,
GAA17CA516,Completed,Accident,95932,false,2017-09-02T10:44:00Z,Goodyear,Arizona,United States,,N910XD,DIAMOND AIRCRAFT IND GMBH,DA 40 NG,None,0,0,false,Aviation,,DirectorBrief,2017-11-06T16:23:00Z,2017-11-27T05:00:00Z,,Final,,
GAA17CA545,Completed,Accident,95949,false,2017-09-02T10:00:00Z,Elba,Alabama,United States,,N168BD,DEDEAUX GARY G,GN-1,None,0,0,false,Aviation,,DirectorBrief,2017-11-07T14:51:00Z,2017-11-27T05:00:00Z,,Final,,
ERA17LA307,Completed,Accident,95938,false,2017-09-01T18:10:00Z,Harpswell,Maine,United States,,N4615X,Cessna,U206,Minor,,1,false,Aviation,,DirectorBrief,2021-11-03T04:00:00Z,2022-01-20T05:00:00Z,,Final,,
CEN17LA340,Completed,Accident,95959,false,2017-09-01T16:15:00Z,Broomfield,Colorado,United States,,N8957Z,Cessna,310G,None,0,0,false,Aviation,,DirectorBrief,2018-07-05T13:21:00Z,2019-03-18T04:00:00Z,,Final,,
ERA17LA305,Completed,Accident,95936,false,2017-09-01T11:58:00Z,Lawrenceville,Georgia,United States,,N5189K,MD Helicopter,369,Serious,0,2,false,Aviation,,DirectorBrief,2018-10-24T19:37:00Z,2018-11-15T05:00:00Z,,Final,,
ERA17LA306,Completed,Accident,95937,false,2017-09-01T11:36:00Z,St. Petersburg,Florida,United States,,N753GK,KERR GERALD,VELOCITY SUV,None,0,0,false,Aviation,,DirectorBrief,2018-12-12T21:37:00Z,2019-04-08T04:00:00Z,,Final,,
DCA17WA190,N/A,Incident,95948,false,2017-09-01T00:20:00Z,Medellin,,Colombia,,HK4535,Embraer,EMB145,None,0,0,false,Aviation,,None,,,,,,
CEN17FA334,Completed,Accident,95929,false,2017-08-31T12:25:00Z,Fishers,Indiana,United States,,N212ZF,VANS AIRCRAFT INC,RV-12,Fatal,0,1,false,Aviation,,DirectorBrief,2019-07-31T12:22:00Z,2019-11-06T05:00:00Z,,Final,,
GAA17CA542,Completed,Accident,96039,false,2017-08-30T17:42:00Z,Wasilla,Alaska,United States,,N2996S,Cessna,150,None,0,0,false,Aviation,,DirectorBrief,2018-03-15T14:15:00Z,2018-04-23T04:00:00Z,,Final,,
GAA17CA576,Completed,Accident,96304,false,2017-08-30T14:30:00Z,Montgomery,New York,United States,,N6GH,HUNTER GEORGE,RV 6,Minor,0,1,false,Aviation,,DirectorBrief,2018-04-25T17:05:00Z,2018-07-05T04:00:00Z,,Final,,
GAA17CA513,Completed,Accident,95921,false,2017-08-30T12:00:00Z,Belle Fourche,South Dakota,United States,,N2982U,Cessna,172,Minor,0,2,false,Aviation,,DirectorBrief,2017-11-01T18:14:00Z,2017-11-27T05:00:00Z,,Final,,
WPR17LA193,Completed,Accident,95924,false,2017-08-30T11:00:00Z,Empire,Nevada,United States,,N140X,Cessna,140,None,0,0,false,Aviation,,DirectorBrief,2018-10-22T16:49:00Z,2018-11-15T05:00:00Z,,Final,,
GAA17CA570,Completed,Accident,96145,false,2017-08-30T04:00:00Z,Saipan,,United States,,N4078J,Piper,PA 31,None,0,0,false,Aviation,,DirectorBrief,2018-03-12T20:46:00Z,2018-04-23T04:00:00Z,,Final,,
ERA17FA299,Completed,Accident,95911,false,2017-08-29T20:20:00Z,Portland,Tennessee,United States,,N8866L,Grumman,AA1,Fatal,0,2,false,Aviation,,DirectorBrief,2018-10-11T14:18:00Z,2018-11-05T05:00:00Z,,Final,,
CEN17WA384,N/A,Accident,100266,false,2017-08-29T15:45:00Z,Sankt Veit,,Austria,,D-EJFT,Diamond,DA20,None,0,0,false,Aviation,,None,,,,,,
GAA17CA514,Completed,Accident,95922,false,2017-08-29T14:30:00Z,Sacramento,California,United States,,N622MP,ROBINSON HELICOPTER,R22,None,0,0,false,Aviation,,DirectorBrief,2017-10-31T11:55:00Z,2017-11-27T05:00:00Z,,Final,,
WPR17LA190,Completed,Accident,95907,false,2017-08-29T07:39:00Z,Lake Havasu City,Arizona,United States,,N339Z,Beech,M35,Minor,0,1,false,Aviation,,DirectorBrief,2020-01-17T21:42:00Z,2020-05-28T04:00:00Z,,Final,,
WPR17IA189,Completed,Incident,95904,false,2017-08-28T20:00:00Z,San Jose,California,United States,,N503UP,Cessna,560XL,None,,0,false,Aviation,,DirectorBrief,2021-01-13T13:00:00Z,2021-05-06T04:00:00Z,,Final,,
CEN17FA332,Completed,Accident,95903,false,2017-08-28T14:12:00Z,Gaylord,Michigan,United States,,N180LP,Cessna,180J,Serious,0,2,false,Aviation,,DirectorBrief,2019-04-08T10:57:00Z,2019-06-25T04:00:00Z,,Final,,
ERA17LA302,Completed,Accident,95925,false,2017-08-28T12:10:00Z,Harvest,Alabama,United States,,N750UP,PACIFIC AEROSPACE LTD,750XL,None,0,0,false,Aviation,,DirectorBrief,2019-09-19T17:59:00Z,2019-12-16T05:00:00Z,,Final,,
CEN17LA333,Completed,Accident,95912,false,2017-08-28T10:06:00Z,Carbondale,Illinois,United States,,N28005,GULFSTREAM AMERICAN CORP,AA 5B,Serious,0,2,false,Aviation,,DirectorBrief,2018-06-05T20:09:00Z,2019-03-18T04:00:00Z,,Final,,
CEN17FA331,Completed,Accident,95900,false,2017-08-28T09:39:00Z,Ellabell,Georgia,United States,,N87RY,Beech,A36,Fatal,0,3,false,Aviation,,DirectorBrief,2019-09-04T20:02:00Z,2019-11-06T05:00:00Z,,Final,,
ENG17WA035,N/A,Accident,95919,false,2017-08-28T09:30:00Z,Herzelia,,Israel,,4X-BIM,Sikorsky,300,Minor,0,2,false,Aviation,,None,,,,,,
DCA17WA189,N/A,Incident,95939,false,2017-08-27T23:33:00Z,Lima,,Peru,,N491TA,Airbus,A320 233,None,0,0,false,Aviation,,None,,,,,,
ERA17WA296,N/A,Accident,95908,false,2017-08-27T21:52:00Z,Ciudad Bolivar,,Venezuela,,YV2594,Cessna,T210,Fatal,0,5,false,Aviation,,None,,,,,,
GAA17CA512,Completed,Accident,95905,false,2017-08-27T18:00:00Z,Cody,Wyoming,United States,,N335SB,AVIAT AIRCRAFT INC,A 1,None,0,0,false,Aviation,,DirectorBrief,2018-03-27T17:16:00Z,2018-04-23T04:00:00Z,,Final,,
ERA17WA351,N/A,Incident,96687,false,2017-08-27T18:00:00Z,Recanati,,Italy,,D-EPJR,Cessna,207,None,0,0,false,Aviation,,None,,,,,,
WPR17LA191,Completed,Accident,95915,false,2017-08-27T17:20:00Z,Fortuna,California,United States,,N8695H,North American,NAVION A,None,0,0,false,Aviation,,DirectorBrief,2020-01-17T19:54:00Z,2020-04-13T04:00:00Z,,Final,,
ERA17LA298,Completed,Accident,95910,false,2017-08-27T16:30:00Z,Wurtsboro,New York,United States,,N1834,Cessna,305,Minor,0,1,false,Aviation,,DirectorBrief,2019-09-30T15:38:00Z,2020-02-11T05:00:00Z,,Final,,
ERA17LA297,Completed,Accident,95909,false,2017-08-27T14:30:00Z,Nicholasville,Kentucky,United States,,UNREG,Tukan,Trike,Fatal,0,1,false,Aviation,,DirectorBrief,2018-06-05T14:58:00Z,2018-07-16T04:00:00Z,,Final,,
GAA17CA519,Completed,Accident,95956,false,2017-08-27T14:00:00Z,Springfield,Vermont,United States,,N30897,Piper,J5A,None,0,0,false,Aviation,,DirectorBrief,2017-11-06T15:45:00Z,2017-11-27T05:00:00Z,,Final,,
GAA17CA558,Completed,Accident,96098,false,2017-08-26T21:15:00Z,Redding,California,United States,,N36KC,Bellanca,14 19,None,0,0,false,Aviation,,DirectorBrief,2018-03-30T16:22:00Z,2018-05-14T04:00:00Z,,Final,,
GAA17CA511,Completed,Accident,95902,false,2017-08-26T15:00:00Z,Gulkana,Alaska,United States,,N3233M,Piper,PA 12,None,0,0,false,Aviation,,DirectorBrief,2018-03-15T15:47:00Z,2018-04-23T04:00:00Z,,Final,,
ENG17WA034,N/A,Accident,95906,false,2017-08-26T11:45:00Z,Delhi,,India,,ER-BAT,Boeing,747,None,0,0,false,Aviation,,None,,,,,,
WPR17LA194,Completed,Accident,95928,false,2017-08-26T09:15:00Z,Goldendale,Washington,United States,,N9066F,PAUL GAYWOOD E,CH 601 HD,None,,0,false,Aviation,,DirectorBrief,2021-06-08T12:00:00Z,2021-06-24T04:00:00Z,,Final,,
WPR17LA188,Completed,Accident,95896,false,2017-08-25T19:50:00Z,El Dorado Hills,California,United States,,N61NM,ROBINSON HELICOPTER COMPANY,R44 II,Minor,0,2,false,Aviation,,DirectorBrief,2018-08-02T18:14:00Z,2019-05-29T04:00:00Z,,Final,,
ERA17CA295,Completed,Accident,95894,false,2017-08-25T11:30:00Z,Palatka,Florida,United States,,N84175,Piper,PA 28-161,None,0,0,false,Aviation,,DirectorBrief,2018-09-17T11:03:00Z,2018-10-24T04:00:00Z,,Final,,
ERA17LA301,Completed,Accident,95914,false,2017-08-25T11:00:00Z,Monroe,North Carolina,United States,,N3805T,Piper,PA28R,None,0,0,false,Aviation,,DirectorBrief,2019-10-29T17:34:00Z,2020-04-20T04:00:00Z,,Final,,
ERA17WA308,N/A,Accident,95946,false,2017-08-25T05:50:00Z,Zhideli,,Kazakhstan,,UP-ML003,Maule,M7,Fatal,0,2,false,Aviation,,None,,,,,,
HWY17FH013,Completed,Accident,95927,false,2017-08-25T04:00:00Z,Lake Forest,California,United States,,,,,Serious,3,,false,Highway,,None,2019-10-21T15:00:00Z,,,Prelim,,
WPR17LA187,Completed,Accident,95888,false,2017-08-24T15:00:00Z,Salt Lake City,Utah,United States,,N8170M,Cessna,310I,Minor,,1,false,Aviation,,DirectorBrief,2021-03-11T13:00:00Z,2021-05-06T04:00:00Z,,Final,,
GAA17CA509,Completed,Accident,95890,false,2017-08-24T14:35:00Z,Bremerton,Washington,United States,,N7198J,ROBINSON HELICOPTER,R22,None,0,0,false,Aviation,,DirectorBrief,2017-10-25T13:12:00Z,2017-11-27T05:00:00Z,,Final,,
CEN17LA329,Completed,Accident,95892,false,2017-08-24T11:00:00Z,Manila,Arkansas,United States,,N61LR,JAMES M RAULERSON,CH 750,None,0,0,false,Aviation,,DirectorBrief,2018-05-16T11:43:00Z,2019-03-18T04:00:00Z,,Final,,
CEN17LA330,Completed,Accident,95898,false,2017-08-24T11:00:00Z,Pearsall,Texas,United States,,N4532F,AIR TRACTOR INC,AT 401,None,0,0,false,Aviation,,DirectorBrief,2020-01-03T20:23:00Z,2020-04-13T04:00:00Z,,Final,,
WPR17LA192,Completed,Accident,95920,false,2017-08-24T10:40:00Z,Klamath Falls,Oregon,United States,,N6447M,Maule,M 7-235C,None,0,0,false,Aviation,,DirectorBrief,2018-08-10T15:07:00Z,2019-04-08T04:00:00Z,,Final,,
GAA17CA507,Completed,Accident,95882,false,2017-08-24T08:45:00Z,Hillsboro,Oregon,United States,,N599CC,CUB CRAFTERS INC,CC11 100,None,0,0,false,Aviation,,DirectorBrief,2018-03-13T14:49:00Z,2018-04-23T04:00:00Z,,Final,,
ANC17FA049,Completed,Accident,95889,false,2017-08-23T23:45:00Z,Tyonek,Alaska,United States,,N1905A,Piper,PA-18AS,Fatal,0,1,false,Aviation,,DirectorBrief,2019-10-10T19:00:00Z,2019-11-06T05:00:00Z,,Final,,
ERA17LA292,Completed,Accident,95887,false,2017-08-23T20:45:00Z,Albion,New York,United States,,N888MG,HOSTEIN K/HOSTEIN S,PIETENPOL,Minor,,1,false,Aviation,,DirectorBrief,2021-06-03T19:00:00Z,2021-06-24T04:00:00Z,,Final,,
DCA17WA185,N/A,Incident,95897,false,2017-08-23T20:42:00Z,Georgetown,,Guyana,,XA-UHZ,Boeing,737,None,0,,false,Aviation,,None,,,,,,
ERA17LA319,Completed,Accident,95990,false,2017-08-23T17:30:00Z,Gulf Shores,Alabama,United States,,N97116,Cessna,172,None,0,0,false,Aviation,,DirectorBrief,2019-02-07T11:32:00Z,2019-04-08T04:00:00Z,,Final,,
DCA17WA220,N/A,Incident,96212,false,2017-08-23T11:13:00Z,Zurich,,Switzerland,,N68061,Boeing,767 424ER,None,0,,false,Aviation,,None,,,,,,
GAA17CA537,Completed,Accident,96020,false,2017-08-23T09:55:00Z,Foley,Alabama,United States,,N181TM,Bellanca,8GCBC,None,0,0,false,Aviation,,DirectorBrief,2018-03-15T15:25:00Z,2018-04-23T04:00:00Z,,Final,,
DCA17FM025,Completed,Accident,95879,false,2017-08-23T08:56:00Z,Venice,Louisiana,United States,MAB1819,,,,None,,,false,Marine,MAB1819,DirectorBrief,2018-08-30T18:00:00Z,2018-08-13T04:00:00Z,2018-08-13T04:00:00Z,Final,,
DCA17LA183,Completed,Accident,95885,false,2017-08-22T18:21:00Z,McKellar,Tennessee,United States,,N745SK,BOMBARDIER INC,CL 600 2C10,Serious,0,11,false,Aviation,,DirectorBrief,2021-07-13T04:00:00Z,2021-06-08T04:00:00Z,,Final,,
WPR17LA186,Completed,Accident,95870,false,2017-08-22T17:18:00Z,Pacific Ocean,Pacific Ocean,United States,,N338AX,Hawker Siddeley,HUNTER MK.58,Minor,0,1,false,Aviation,,DirectorBrief,2020-01-24T17:58:00Z,2020-04-13T04:00:00Z,,Final,,
GAA17CA508,Completed,Accident,95884,false,2017-08-22T15:30:00Z,North Platte,Nebraska,United States,,N2465G,Cessna,182,None,0,0,false,Aviation,,DirectorBrief,2018-03-27T17:15:00Z,2018-04-23T04:00:00Z,,Final,,
ANC17FA047,Completed,Accident,95866,false,2017-08-22T12:00:00Z,Calipatria,California,United States,,N5022X,ROCKWELL INTERNATIONAL,S 2R,Fatal,0,1,false,Aviation,,DirectorBrief,2019-02-28T18:52:00Z,2019-04-08T04:00:00Z,,Final,,
